sentiment,cleaned_message
1,"@realDonaldTrump - 'Re: My First Priority': Fight climate change. The problem is real and urgent, no matter what lies Exxon tells you."
0,This sounds like my most annoying friend after 2 glasses of red wine on a night out
1,@LeoDiCaprio- KEEP IT UP! We at @CeresNews could provide you with plenty more #climatechange messaging!
-1,Oh goody! just what globalist oligarchs need-another reason to imprison normal law-abiding people ...
-1,#ClimateFraud
0,The Nuclear War Over Climate Change - Reason (blog)
0,How Leonardo DiCaprio Got People to Care About Climate Change: It seems like Leonardo DiCaprio got a bunch of...
0,May statement pa about climate change huhu #OpeningCeremony #Olympics #Rio2016
1,"Addressing climate change, c02 emissions, deforestation. #Rio2016"
0,No one gets angry about over packaging!
1,Respect for highlighting so beautifully and clearly the danger of Global warming during the opening ceremony #Rio2016
0,"The Leo Effect: When DiCaprio talked climate change at the Oscars, people suddenly cared."
0,Oh so the country that burned down the rainforest is going to lecture us on climate change. THANKS #OpeningCeremony
0,"So, what is this 'global warming' of which you speak?"
-1,"They just shot off tons of fireworks, can't clean up their waterways and now are going to lecture about climate change? #Op…"
-1,The irony of being lectured about climate change by a country with FECES and dead bodies in their water. Clean up your own environment 1st!!
0,"Great, now it's about global warming. Thought this was about coming together in the spirit of global competition, not being climate shamed"
1,"#Rio be like: Hey Republicans, #climatedeniers have no place at the Olympic Games. #Rio2016 #OpeningCeremony"
1,climate change deniers. y u do this.
1,"The fact that people still think rising sea levels is the worst thing that comes from global warming blows my mind… oceanic currents, people"
-1,"Makes sense Brazil would focus on global warming. Probably distracts from Zika, corrupt government, and ocean of poop."
1,Opening ceremonies have now addressed climate change more than Congress #Rio2016 #OpeningCeremony
-1,All the people there mad about climate change must have left super early to take all those row boats to Rio.
1,"So far Rio has touched on racism, sexism, diversity, AND global warming. This is beautiful."
-1,LOL BOOM! #Progressives #Democrats #Liberals
0,bae: come over me: i can't bae: they're talking about global warming at the Olympics opening ceremony
-1,What a waste of time on this climate change garbage. #2016Olympics
-1,FFS…climate change. Really?! Can I escape political BS one time? #OpeningCeremony
1,Viewers in UK can watch climate change segment during #Olympics opening ceremony by fast-forwarding to 65 mins
1,Really impressed with that global warming montage. Well done Rio #OpeningCeremony
1,The Rio Opening Ceremony Put Climate Change Front And Center
0,"@reynardvi @CNePerson I know Olympics climate change , now some bloke about 7 yrs blah blah blah poverty bet he didn't do it for free"
-1,How the World was Deceived about Global Warming and Climate Change
2,"In Olympics opening ceremony, Brazil goes big on climate change"
1,"Climate change denier, Trump lover &amp; ignorant about other countries."
1,@WhirlwindWisdom Gotta go with the party who will have the least negative effect on the environment. Its not just Climate change science.
1,"“The impacts of climate change are no longer subtle. They are playing out before us, in real time.'"
1,"Exxon put its profit over people &amp; the planet, denying climate change. #ExxonKnew"
0,Mental illness or climate change.
1,Want to challenge science of global warming Roberts? You need to do more than shout slogans &amp; conspiracy theories at least p…
0,My scientific research is truer than yours
1,Here's how to demonstrate your research impact as a scientist. In front of three billion people...
2,RT: AJEnglish: Indigenous tribes are working with scientists to tackle climate change in the US
1,This short film 'After Denial' explores how people react to infomation on climate change.
-1,Climate change is real. Chicago is no longer buried under a mile of ice.
1,To the CTax isn't market based gang: THIS
1,It would be nice to put off worrying about climate change for a few decades. But the truth is we have no choice but to act…
-1,CERN Debunks Climate Change Models – The Cloud Conundrum
1,Climate change is here and we need to do something about it | George Monbiot
1,"Are floods in India telling us something we need to think about?Climate change is real,coming faster than predicted."
1,"Imagine what the world would be like if we spent money on space exploration, climate change research &amp; medical research instea…"
2,Ice-buried Cold War military base may be unearthed by climate change
1,#IStartCryingWhen people think global warming is a non-issue.
1,Add that to the list -@POTUS birther theory -China created global warming -unseen ransom $ to Iran
1,"RT forestcorps: Deforestation, climate change and ecocide, together we can tackle these problems. Follow us and r…"
0,@ShaulaEvans global warming
2,Olympics in Rio Opens with a #Climate Change Message via @CleanAirMoms #Rio2016
1,Americans watching the climate change segment of #Rio2016 ceremony are reminded that in most of the world this is not con…
1,31 Science Groups To Congress: Stop Denying And Start Fighting Climate Change
0,My latest piece for @envjournal Does BEIS signal a change in direction for climate change policy?
1,These extreme records aren't a fluke—climate change is largely caused by human activity. #ActOnCli…
1,These extreme records aren't a fluke—climate change is largely caused by human... by @BarackObama via @c0nvey
1,if you deny climate change 1. listen to this: 2. please explain to me how you can continue to deny climate change
1,Check out the Climate Security 101 Project for answers to questions like: Is climate change a security risk?
1,"Climate change impacts food secur.ty as crep yields decline due eo changes in temp, rainfall &amp; incxeased climate variability."
-1,From an ex-dem who used to buy 'man made climate change' It's a total fraud &amp; liberals are suckers 😂 #PenceScience
1,I worry about what it will take for climate change deniers to finally wake up and realize what is happening to our planet.
1,This photo by Kerstin Langenberger shows how polar bears are being affected by climate change.
1,Climate change #books #reading #education |
1,"It is not #carbonneutral , it is as polluting as #coal and is increasing the #deforestation of the planet."
2,Global warming hit 1.46C in March as records fall: Planet set for fifth successive warming year with average 1.21C…
2,An epic Middle East heat wave could be global warming’s hellish curtain-raiser by @IranNewsNow via @c0nvey
1,"When we talk about 'social justice books' in children's literature, books dealing with climate change should certainly be included."
2,Climate change a boost for #EnglishWine but has downsides for other regions...
0,An ostrich made of climate change is born in Orlando.
0,Happy to be leaving DC and headed home!! Thank you @WhiteHouse for hosting the Sports &amp; Climate Change roundtable!
1,#ClimateChange #OurRevolution
0,"#TrumpCouldSay,Climate change's a hoax•Cruz's dad helped murder JFK•Blood comin outa'her wherever•he's no problems down t…"
0,Metro reader has that climate change thing all sorted. Spider farts
1,The choice on climate change couldn't be more stark:
1,Al Gore's stirring new climate change #ad calls on world leaders. #advertising
-1,@LogicalSon10 1) science is not a conspiracy. Some theories are jacked up for money. 2) evolution is real 3) climate change is not man-made
2,"With droughts and downpours, climate change feeds Chesapeake Bay algal blooms"
0,Global warming? More like global hotting! #amiright #amny
1,Global warming will make it nearly impossible to hold the summer Olympics
2,Green News: Mountain streams in the U.S. show surprising resilience to climate change
0,@Renee671949 lol..well you can. Tired of global warming Chicken Littles screaming the sky is falling
-1,Kerry Obama Skimming $400 Million For Climate Change Bribe In Morocco
2,"Church roofs, solar panels and climate change | Letters"
0,Yeah u a hoe for this one
1,Way to go Barack!!! Thank goodness! That's a 'Bern' we don't want to feel! 🙄
1,2016 is on pace to be the hottest year on record. Here’s how @POTUS is acting to combat climate change:
0,the amount of brain cells I lost reading this is a direct effect from your mom not swallowing you
1,"@Gurmeetramrahim ji it's an unique way of birthday celebration by planting trees, reducing global warming &amp;pollution levels.…"
2,Environmental records are being shattered as #climate change 'plays out before us'
1,Trees reduce the global warming and soil erosion... #PhotoWithTree
1,So proud to see these young activists on the streets of #Milwaukee fighting back against global warming.
-1,US participation in the UN Framework Convention on Climate Change has wasted more than $10 billion of taxpayer money
1,Wow. @ProfBrianCox - it'll be like shooting fish in a barrel. Malcolm Roberts is climate change denier &amp; lunatic.
1,Heartbreaking Image Shows The Devastating Effects Climate Change Is Having On Our World | TruthTheory
-1,The climate change brigade are wrong again
1,Activists in #Milwaukee are now stopping traffic to teach people about the issue of global warming. So proud.
2,Hitting the plastic slopes: Climate change pushes ski resorts to 'weatherproof'
